X	Y	OBJECTID	source	ext_id	cat1	cat2	cat3	org_name	Name	addrln1	addrln2	city	state	hours	phones	email	url	info1	info2	post_id	description	zip	link	use_type	latitude	longitude	date_updated	dis_status	POINT_X	POINT_Y
-118.5692391	34.22469797	97679230	211		Social Services	Homeless Shelters and Services		www.our-redeemer.org	Redeemer Lutheran Outreach	20025 Chase St.		Winnetka	CA		"Administrative (818) 341-3460,  Service/Intake (818) 341-1629,  FAX (818) 341-1634"		www.our-redeemer.org			57431	"The agency provides emergency food and homeless support services for low-income people who live in Canoga Park, Chatsworth, Granada Hills, Northridge, Reseda, Tarzana and Winnetka."	91306	http://egis3.lacounty.gov/lms/?p=57431	publish	34.224698	-118.569239	2013-06-01T11:50:56.000Z		6389597.253	1904639.419
-118.3344591	34.09958797	97679291	211		Social Services	Homeless Shelters and Services		www.hollywoodsocialservices.org	Social Services At Blessed Sacrament Inc	6636 Selma Ave.		Los Angeles	CA		"Service/Intake and Administration (323) 871-8042,  FAX (323) 464-7796"		www.hollywoodsocialservices.org			57493	The agency provides homeless support services for people who live in Los Angeles County.	90028	http://egis3.lacounty.gov/lms/?p=57493	publish	34.099588	-118.334459	2013-06-01T11:50:56.000Z		6460416.151	1858790.829
-118.3260211	34.18246997	97679296	211		Social Services	Homeless Shelters and Services		www.burbanktemporaryaidcenter.org	Burbank Temporary Aid Center	1304 W. Burbank Blvd.		Burbank	CA		"FAX (818) 848-8280,  Service/Intake and Administration (818) 848-2822, Food Intake Service/Intake (818) 848-2822 Ext.107"					57494	"The agency provides emergency food, financial assistance, holiday assistance, homeless support services and shelter for people who live in Burbank."	91506	http://egis3.lacounty.gov/lms/?p=57494	publish	34.18247	-118.326021	2013-06-01T11:50:56.000Z		6463068.492	1888944.559
-118.2580081	34.13662397	97679309	211		Social Services	Homeless Shelters and Services		www.glendalecorps.org/	Salvation Army Corps Community Center - Glendale	801 S. Central		Glendale	CA	"Monday through Friday, 1:00pm to 4:00pm; some mornings by appointment only. "	"Food Intake                    Service/Intake (818) 246-5586 Ext.131,  Service/Intake (818) 246-5586"		www.glendalecorps.org/			57496	"The agency provides emergency food, holiday assistance, nutrition programs, recreational programs and shelter for people who are primarily in the Glendale area."	91204	http://egis3.lacounty.gov/lms/?p=57496	publish	34.136624	-118.258008	2013-06-01T11:50:56.000Z		6483595.477	1872200.662
-118.4924161	34.01453197	97679320	211		Social Services	Homeless Shelters and Services		www.salvationarmy-socal.org	Salvation Army Corps Community Center - Santa Monica	1533 4th St.		Santa Monica	CA		"Service/Intake (310) 917-1138,  FAX (310) 394-7398"		www.salvationarmy-socal.org			57497	"The agency provides emergency food, homeless support services, holiday assistance, personal goods, services for older adults, recreational programs and utility bill assistance for people of all ages who are in Santa Monica, including people who are homeless."	90401	http://egis3.lacounty.gov/lms/?p=57497	publish	34.014532	-118.492416	2013-06-01T11:50:56.000Z		6412444.908	1828034.358
-118.2152171	33.89563497	97679336	211		Social Services	Homeless Shelters and Services		www.salvationarmy-socal.org	Salvation Army Corps Community Center - Compton	736 E. Compton Blvd.		Compton	CA	"Monday through Friday, 9:00am to 1:30pm; social services by appointment only. "	Service/Intake (310) 639-0362		www.salvationarmy-socal.org			57504	"The agency provides emergency food, holiday assistance, recreational programs, transportation, and utility bill assistance for families, couples and individuals who live in Compton and Lynwood zip codes 90220, 90221, 90222 and 90262."	90221	http://egis3.lacounty.gov/lms/?p=57504	publish	33.895635	-118.215217	2013-06-01T11:50:56.000Z		6496356.51	1784469.566
-118.0318051	34.08233397	97679340	211		Social Services	Homeless Shelters and Services		www.catholiccharitiesla.org	Catholic Charities Of Los Angeles - San Juan Diego Center	4171 Tyler Ave.		El Monte	CA	"SITE HOURS: Monday through Friday, 9:00am to 1:00pm. "	"FAX (626) 575-1072,  Service/Intake (626) 575-7652"		www.catholiccharitiesla.org			57505	"The agency provides emergency food, holiday assistance and utility bill assistance for people in the San Gabriel Valley, including people who are homeless or undocumented."	91731	http://egis3.lacounty.gov/lms/?p=57505	publish	34.082334	-118.031805	2013-06-01T11:50:56.000Z		6552039.672	1852344.845
-118.2695011	34.03392797	97679344	211		Social Services	Homeless Shelters and Services		www.sfcla.org	St. Francis Center - Los Angeles	1835 S. Hope St.		Los Angeles	CA	"Breakfast is served Tuesday through Friday, 7:30am to 9:00am; Saturday, 8:30am to 10:00am. Sack lunches distributed Monday through Saturday, 1:00pm to 1:30pm.  Mail distribution hours are Monday through Friday, 9:00am to 9:15am and 1:00pm to 1:30pm. Family food program is Tuesday, Thursday and Saturday, 11:00am to 12:30pm. Senior brown bag program is Friday, 11:00am to 12:30pm. "	"FAX (213) 765-8915,  Service/Intake (213) 747-5347"		www.sfcla.org			57511	"The agency provides emergency food, holiday assistance, homeless support services, and personal goods, and volunteer opportunities for low-income people in the garment district of Los Angeles, including people who are homeless."	90015	http://egis3.lacounty.gov/lms/?p=57511	publish	34.033928	-118.269501	2013-06-01T11:50:56.000Z		6480017.43	1834836.899
-118.2455051	34.04225697	97679349	211		Social Services	Homeless Shelters and Services		www.midnightmission.org	Midnight Mission	601 S. San Pedro St.		Los Angeles	CA	"Monday through Friday, 7:00am to 5:00pm. "	"FAX (213) 553-2359,  Service/Intake and Administration (213) 624-9258, Volunteers- Georgia Berkovitch Service/Intake (213) 624-9258 Ext.1243,  Service/Intake (888) 624-9258"		www.midnightmission.org			57512	"The agency provides emergency food, holiday assistance, homeless supportive services, housing services, personal goods and shelter for single men and women in the Skid Row area of downtown Los Angeles."	90014	http://egis3.lacounty.gov/lms/?p=57512	publish	34.042257	-118.245505	2013-06-01T11:50:56.000Z		6487295.08	1837849.352
-118.1298181	34.14948097	97679366	211		Social Services	Homeless Shelters and Services		www.salvationarmy-socal.org	Salvation Army Corps Community Center - Pasadena	1000 E. Walnut St.		Pasadena	CA	"Monday through Friday, 9:00am to 11:30am. "	"Administrative (626) 773-4400, Director of Social Services Service/Intake (626) 773-4404,  Service/Intake (626) 773-4425"		www.salvationarmy-socal.org			57515	"The agency provides emergency food, holiday assistance, personal goods, recreational programs for people in Altadena, Arcadia, Pasadena, Sierra Madre and South Pasadena."	91106	http://egis3.lacounty.gov/lms/?p=57515	publish	34.149481	-118.129818	2013-06-01T11:50:56.000Z		6522392.591	1876804.724
-118.0419011	33.96899997	97679375	211		Social Services	Homeless Shelters and Services		www.salvationarmy-socal.org	Salvation Army Corps Community Center - Whittier	7926 S. Pickering Ave.		Whittier	CA	"Monday through Friday, 9:00am to 12:00 noon;  1:00pm to 3:00pm. "	Service/Intake (562) 698-8348		www.salvationarmy-socal.org			57516	"The agency provides emergency food, holiday assistance, personal goods, recreational programs and utility bill assistance for people who live in Whittier and the surrounding cities of Baldwin Park, City of Industy, Hacienda Heights, La Habra Heights, La Puente, Rowland Heights and South El Monte."	90602	http://egis3.lacounty.gov/lms/?p=57516	publish	33.969	-118.041901	2013-06-01T11:50:56.000Z		6548965.381	1811101.459
-118.1856231	34.03712097	97679381	211		Social Services	Homeless Shelters and Services		NULL	Salvation Army Corps Community Center - East Los Angeles Temple	140 N. Eastman Ave.		Los Angeles	CA	"Monday through Friday 9:00am to 11:40am, and 12:30pm to 3:30pm.  "	Service/Intake (323) 263-7577		NULL			57517	The agency provides emergency food and transportation for people who live in the East Los Angeles area.	90063	http://egis3.lacounty.gov/lms/?p=57517	publish	34.037121	-118.185623	2013-06-01T11:50:56.000Z		6505432.737	1835941.361
-118.2609871	33.77603197	97679390	211		Social Services	Homeless Shelters and Services		www.beaconlightmission.org	Southern California Floating Christian Endeavor Association Inc - Beacon Light Mission	525 N. Broad Ave.		Wilmington	CA	"Monday through Friday, 9:00am to 7:00pm; Saturday and Sunday, 4:00pm to 7:00pm. "	"FAX (310) 830-3260,  Service/Intake (310) 830-7063"		www.beaconlightmission.org			57521	"The agency provides emergency food, homeless support services, holiday assistance and shelter for men who are in Los Angeles County."	90744	http://egis3.lacounty.gov/lms/?p=57521	publish	33.776032	-118.260987	2013-06-01T11:50:56.000Z		6482353.297	1740975.988
-118.1114602	34.57547695	97679396	211		Social Services	Homeless Shelters and Services		www.cityofpalmdale.org/departments/saves/	South Antelope Valley Emergency Services	1002 E Ave Q12	 	Palmdale	CA	"Monday through Thursday, 8:00am to 5:00pm. "	"FAX (661) 274-2365,  Service/Intake and Administration (661) 267-5191,  TDD (661) 267-5167"					57524	"The agency provides emergency food, personal goods, and shelter for South Antelope Valley residents."	93550	http://egis3.lacounty.gov/lms/?p=57524	publish	34.57547698	-118.1114601	2013-06-01T11:50:56.000Z		6528118.853	2031826.492
-118.2890111	34.07748097	97679416	211		Social Services	Homeless Shelters and Services		www.epath.org	People Assisting The Homeless	340 N. Madison Ave.		Los Angeles	CA	"SITE HOURS: Monday through Friday, 7:30am to 4:00pm. "	"Jobs Center at PATH Service/Intake (323) 644-2229, P.A.T.H. Service/Intake (323) 644-2216, West LA Job Center Service/Intake (310) 996-0034 Ext.108, HVRP PATHfinders - Employment Program for Veterans Service/Intake (323) 644-2201, Referral for Homeless Ve"		www.epath.org			57540	"The agency provides employment services, homeless support services and transitional shelter for homeless adults."	90004	http://egis3.lacounty.gov/lms/?p=57540	publish	34.077481	-118.289011	2013-06-01T11:50:56.000Z		6474151.914	1850703.037
-118.3119321	34.09606497	97679417	211		Social Services	Homeless Shelters and Services		www.epath.org	People Assisting The Homeless - Hollywood Center	5627 Fernwood Ave.		Hollywood	CA	"Monday through Friday, 7:30am to 4:00pm; individuals can receive a number and start lining up at 6:00am. "	PATH Hollywood Service/Intake (323) 960-3333		www.epath.org			57541	"The agency provides employment services, homeless support services and transitional shelter for homeless adults."	90028	http://egis3.lacounty.gov/lms/?p=57541	publish	34.096065	-118.311932	2013-06-01T11:50:56.000Z		6467231.978	1857486.821
-117.720739	34.06144957	97679488	211		Social Services	Homeless Shelters and Services		NULL	Catholic Charities - Pomona Community Services	1460 E Holt Ave		Pomona	CA	"Monday through Friday, 9:00am to 5:00pm. "	"Service/Intake (909) 629-1331,  FAX (909) 629-1322"					57620	"The agency provides shelter and utility bill assistance for low income people who live in the Pomona Valley, including people who receive public assistance and people who are undocumented."	91767	http://egis3.lacounty.gov/lms/?p=57620	publish	34.0614496	-117.7207389	2013-06-01T11:50:56.000Z		6646252.491	1844860.589
-117.7297491	34.09555507	97679653	211		Social Services	Homeless Shelters and Services		NULL	St. Ambrose Episcopal Church	830 W Bonita Ave		Claremont	CA		Administrative (909) 626-7170					57741	The agency provides holiday assistance for people who live in the Pomona Valley and Inland Empire.	91711	http://egis3.lacounty.gov/lms/?p=57741	publish	34.0955551	-117.729749	2013-06-01T11:50:56.000Z		6643490.161	1857264.725
-118.1872891	33.77274097	97679683	211		Social Services	Homeless Shelters and Services		www.village-isa.org	Mental Health America Of Los Angeles - Long Beach	456 Elm Ave.		Long Beach	CA	"Monday through Friday, 9:00am to 5:00pm. "	"FAX (562) 437-5072,  Service/Intake (562) 437-6717"		www.village-isa.org			57763	The agency provides homeless support services and mental health services for people in the Long Beach area.	90802	http://egis3.lacounty.gov/lms/?p=57763	publish	33.772741	-118.187289	2013-06-01T11:50:56.000Z		6504748.728	1739728.359
-118.3170911	34.10149197	97679685	211		Social Services	Homeless Shelters and Services		www.myfriendsplace.org	My Friend's Place	5850 Hollywood Blvd.		Hollywood	CA		"Service/Intake and Administration (323) 908-0011 Ext.100, 888-YOUTH-50 Service/Intake and Hotline (888) 968-8450"		www.myfriendsplace.org			57764	The agency provides homeless support services and runaway services for youth and young adults who are in the Hollywood area.	90028	http://egis3.lacounty.gov/lms/?p=57764	publish	34.101492	-118.317091	2013-06-01T11:50:56.000Z		6465676.31	1859466.686
-118.2451619	34.04227747	97679686	211		Social Services	Homeless Shelters and Services		www.weingart.org	Weingart Center Association	501 E 6Th St		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	"Donation Program Service/Intake (800) 390-7164,  FAX (626) 689-2289, Weingart Institute Administration (213) 689-2280, Homeless Access Center Service/Intake (213) 833-5020, Donations/Volunteers Service/Intake (213) 689-2224, Hope Row Resource Center FAX ("		www.weingart.org			57766	The agency provides homeless support services and shelter for adults primarily in the Downtown Skid Row area of Los Angeles.	90021	http://egis3.lacounty.gov/lms/?p=57766	publish	34.0422775	-118.2451618	2013-06-01T11:50:56.000Z		6487399.07	1837856.559
-117.9451867	34.06970957	97679687	211		Social Services	Homeless Shelters and Services		www.voala.org	Volunteers Of America - Greater Los Angeles - West Covina Outreach And Access Center	1760 W Cameron Ave		West Covina	CA	"Monday through Friday, 8:00am to 4:30pm. "	"888-50-NEEDS Service/Intake (888) 506-3337,  FAX (626) 918-5040,  Service/Intake (626) 337-9878"		www.voala.org			57768	The agency provides homeless support services for people of all ages in Los Angeles County.	91790	http://egis3.lacounty.gov/lms/?p=57768	publish	34.0697096	-117.9451866	2013-06-01T11:50:56.000Z		6578270.506	1847753.589
-118.2461261	34.04600597	97679688	211		Social Services	Homeless Shelters and Services		www.svdpla.org	Society Of St. Vincent De Paul - Social Services Department	231 Winston St.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	"FAX (213) 620-9141,  Service/Intake and Administration (213) 229-9971"		www.svdpla.org			57769	The agency provides homeless support services and shelter for people who are primarily in the Skid Row area of downtown Los Angeles.	90013	http://egis3.lacounty.gov/lms/?p=57769	publish	34.046006	-118.246126	2013-06-01T11:50:56.000Z		6487110.29	1839214.143
-117.7669651	34.06209997	97679689	211		Social Services	Homeless Shelters and Services		NULL	Pomona Neighborhood Center	999 W. Holt Ave.		Pomona	CA		"FAX (909) 397-9981,  Service/Intake (909) 620-7691"					57770	The agency provides homeless support services for people who live in the Pomona Valley.	91768	http://egis3.lacounty.gov/lms/?p=57770	publish	34.0621	-117.766965	2013-06-01T11:50:56.000Z		6632251.081	1845061.602
-118.3221591	34.09905897	97679927	211		Social Services	Homeless Shelters and Services		www.layn.org	Los Angeles Youth Network - Gower Youth Shelter	1550 N. Gower St.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	"FAX (323) 464-4357,  Administrative (323) 467-8466, 24 hours Service/Intake (323) 957-7757,  Administrative (323) 957-7364"		www.layn.org			58024	The agency provides runaway services and a shelter for youth in Los Angeles County.	90028	http://egis3.lacounty.gov/lms/?p=58024	publish	34.099059	-118.322159	2013-06-01T11:50:56.000Z		6464139.225	1858586.154
-118.3145821	34.10333297	97679928	211		Social Services	Homeless Shelters and Services		www.layn.org	Los Angeles Youth Network Taft House	1754 Taft Ave.		Hollywood	CA	"Monday through Sunday, 24 hours per day. "	Service/Intake and Administration (323) 467-8466		www.layn.org			58025	The agency provides shelter for youth in crisis who are in Los Angeles County.	90028	http://egis3.lacounty.gov/lms/?p=58025	publish	34.103333	-118.314582	2013-06-01T11:50:56.000Z		6466437.963	1860134.27
-118.2920441	33.95890797	97679929	211		Social Services	Homeless Shelters and Services		NULL	My Club Drop In Center	8705 S. Vermont		Los Angeles	CA	"Monday through Friday, 10:00am to 6:00pm. "	"Service/Intake (323) 751-2582,  FAX (323) 751-1803"					58027	"The agency provides runaway services and shelter for runaway, homeless and at-risk youth in Los Angeles County."	90044	http://egis3.lacounty.gov/lms/?p=58027	publish	33.958908	-118.292044	2013-06-01T11:50:56.000Z		6473108.093	1807554.767
-118.2726491	34.06094397	97679930	211		Social Services	Homeless Shelters and Services		NULL	Catholic Charities Of Los Angeles - Our Lady Of The Angels Region - Metro Area - Angel's Flight Runaway And Homeless Youth Services	357 S. Westlake Ave.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	"Service/Intake and Administration (213) 413-2311, Shelter / 24 Hour Intake Service/Intake (800) 833-2499"					58028	"The agency provides runaway services and shelter for runaway, homeless and at-risk youth in Los Angeles County."	90057	http://egis3.lacounty.gov/lms/?p=58028	publish	34.060944	-118.272649	2013-06-01T11:50:56.000Z		6479090.325	1844671.085
-118.1933001	33.77837497	97680054	211		Social Services	Homeless Shelters and Services		www.womenshelterlb.com/	Womenshelter Of Long Beach	930 Pacific Ave.		Long Beach	CA	"Monday through Friday, 8:00am to 5:00pm. "	"Service/Intake and Administration (562) 437-7233,  FAX (562) 436-4943, 562) HER HOME - 24 hrs. Service/Intake and Hotline (562) 437-4663"		www.womenshelterlb.com/			58152	The agency provides shelter and domestic violence services for victims of domestic violence and their children as well as volunteer opportunities for individuals living in Los Angeles County.	90813	http://egis3.lacounty.gov/lms/?p=58152	publish	33.778375	-118.1933	2013-06-01T11:50:56.000Z		6502925.787	1741782.187
-118.3006131	34.09135697	97680057	211		Social Services	Homeless Shelters and Services		www.houseofhopela.com	House Of Hope	1115 N. Normandie Ave.		Los Angeles	CA	"SITE HOURS: Monday through Sunday, 24 hours per day. "	"FAX (323) 663-9452,  Service/Intake (323) 663-1214,  Service/Intake (323) 663-1215"					58153	"The agency provides shelter and emergency food for men and women, including ex-offenders and General Relief recipients."	90029	http://egis3.lacounty.gov/lms/?p=58153	publish	34.091357	-118.300613	2013-06-01T11:50:56.000Z		6470653.705	1855763.058
-117.8782731	33.98569897	97680058	211		Social Services	Homeless Shelters and Services		www.gospelmissions.org	Gospel Missions Of America	1803 Nausika Ave.		Rowland Heights	CA	"Intake Hours: Tuesday through Friday, 9:00am to 6:00pm. Shelter hours Monday through Sunday, 24 hours per day. "	Service/Intake (626) 965-8922		www.gospelmissions.org			58154	The agency provides shelter for adults 18 years and older in Los Angeles County.	91748	http://egis3.lacounty.gov/lms/?p=58154	publish	33.985699	-117.878273	2013-06-01T11:50:56.000Z		6598572.234	1817198.276
-117.9040981	34.12968597	97680061	211		Social Services	Homeless Shelters and Services		NULL	Peregrinos De Emaus Inc	447 N. Soldano Ave.		Azusa	CA	"Monday through Sunday, 24 hours per day. "	"Leo - Cell Number Service/Intake (626) 388-8424, Shelter Service/Intake (626) 969-5399"					58159	"The agency provides shelter for men in Los Angeles County, including men who are undocumented."	91702	http://egis3.lacounty.gov/lms/?p=58159	publish	34.129686	-117.904098	2013-06-01T11:50:56.000Z		6590693.314	1869589.445
-118.1345211	34.69401297	97680063	211		Social Services	Homeless Shelters and Services		NULL	Lancaster Community Shelter For The Homeless	44611 Yucca Ave.		Lancaster	CA	"Monday through Friday, 8:00am to 4:00pm. "	Service/Intake and Administration (661) 945-7524					58164	"The agency provides shelter for singles, couples and families who are homeless in the Lancaster/Palmdale area."	93534	http://egis3.lacounty.gov/lms/?p=58164	publish	34.694013	-118.134521	2013-06-01T11:50:56.000Z		6521234.847	2074973.532
-118.1375461	34.70308097	97680067	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Pick-Up Site - Antelope Valley Access Center	45134 N. Sierra Hwy.		Lancaster	CA	"Monday through Friday, 3:15pm. "	Service/Intake (661) 945-7524		www.lahsa.org			58167	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	93534	http://egis3.lacounty.gov/lms/?p=58167	publish	34.703081	-118.137546	2013-06-01T11:50:56.000Z		6520330.083	2078274.888
-118.1309801	34.67148297	97680068	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Pick-Up Site - Mental Health Association	43423 Division St.		Lancaster	CA	"Monday through Friday, 2:25pm. "	Service/Intake (661) 945-7524		www.lahsa.org			58170	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	93535	http://egis3.lacounty.gov/lms/?p=58170	publish	34.671483	-118.13098	2013-06-01T11:50:56.000Z		6522288.547	2066772.782
-118.1229401	34.67017197	97680069	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Pick-Up Site - Department Of Mental Health	349 E. Avenue K-6		Lancaster	CA	"Monday through Friday, 3:25pm. "	Service/Intake (661) 945-7524		www.lahsa.org			58171	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	93535	http://egis3.lacounty.gov/lms/?p=58171	publish	34.670172	-118.12294	2013-06-01T11:50:56.000Z		6524705.35	2066292.617
-118.1929208	33.78410482	97680070	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Pick-Up Site - Catholic Charities Community Center	123 W 14Th St		Long Beach	CA	Pick-up hours vary. 	"Service/Intake (323) 298-1316, Intake Service/Intake (562) 733-1147"		www.lahsa.org			58177	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90813	http://egis3.lacounty.gov/lms/?p=58177	publish	33.78410485	-118.1929207	2013-06-01T11:50:56.000Z		6503045.059	1743867.216
-118.2090211	33.78200497	97680071	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Pick-Up Site - Long Beach Multi-Service Center	1301 W. 12th St.		Long Beach	CA		Intake Service/Intake (562) 733-1147		www.lahsa.org			58179	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90813	http://egis3.lacounty.gov/lms/?p=58179	publish	33.782005	-118.209021	2013-06-01T11:50:56.000Z		6498150.873	1743112.805
-118.2641751	34.04663497	97680072	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Shelter - Salvation Army	832 W. James M. Wood Blvd.		Los Angeles	CA	"Monday througfh Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  "	Service/Intake (213) 438-1617		www.lahsa.org			58183	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90015	http://egis3.lacounty.gov/lms/?p=58183	publish	34.046635	-118.264175	2013-06-01T11:50:56.000Z		6481643.241	1839456.926
-118.2447681	34.04465597	97680073	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Shelter - Sro Housing	403 E. 5th St.		Los Angeles	CA	"Monday through Friday, 7:00am to 5:00pm. PICK-UP POINTS AND HOURS N/A "	Service/Intake and Administration (213) 229-9678		www.lahsa.org			58184	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90013	http://egis3.lacounty.gov/lms/?p=58184	publish	34.044656	-118.244768	2013-06-01T11:50:56.000Z		6487520.478	1838721.849
-118.3880561	34.21335497	97680075	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Shelter - Los Angeles Family Housing	7843 Lankershim Blvd.		North Hollywood	CA	"Monday through Friday, 9:00am to 5:00pm. PICK-UP POINTS AND HOURS N/A "	"Steven Service/Intake (818) 982-4091 Ext.154, Miriam Service/Intake (818) 982-4091 Ext.167,  Service/Intake and Administration (818) 982-4091, Jerome Nielsen Service/Intake (818) 982-4091 Ext.151"		www.lahsa.org			58186	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	91605	http://egis3.lacounty.gov/lms/?p=58186	publish	34.213355	-118.388056	2013-06-01T11:50:56.000Z		6444350.095	1900250.726
-118.2737092	33.93373487	97680076	211		Social Services	Homeless Shelters and Services		www.lahsa.org	"Year Round Shelter - Mjb Recovery, Inc."	11152 S Main St		Los Angeles	CA	"Monday through Sunday, 24 hours per day. "	Service/Intake (323) 777-2491		www.lahsa.org			58187	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90061	http://egis3.lacounty.gov/lms/?p=58187	publish	33.9337349	-118.2737091	2013-06-01T11:50:56.000Z		6478643.185	1798378.111
-118.2761101	34.01278997	97680077	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Shelter - Volunteers Of America - Pathway To Home	3804 Broadway Pl.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS Downtown Drop-In Center       628 S. San Julian St.       Los Angeles, CA 90013       3:00pm       This pick-up site is for women only.       Los Angeles Mission       434 Wall St., Los Angeles 90013       4:30pm, 5:30pm, 6:30pm        This pick-up site is for men only.  "	Service/Intake and Administration (323) 231-1711		www.lahsa.org			58188	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90037	http://egis3.lacounty.gov/lms/?p=58188	publish	34.01279	-118.27611	2013-06-01T11:50:56.000Z		6477993.923	1827149.821
-118.2228111	34.05260597	97680078	211		Social Services	Homeless Shelters and Services		www.lahsa.org	"Year Round Shelter - Jovenes, Inc."	1208 Pleasant Ave.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  "	Service/Intake and Administration (323) 260-8035		www.lahsa.org			58189	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90033	http://egis3.lacounty.gov/lms/?p=58189	publish	34.052606	-118.222811	2013-06-01T11:50:56.000Z		6494178.518	1841599.531
-118.3094071	34.09541897	97680079	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Shelter - Covenant House	1325 N. Western Ave.		Hollywood	CA	"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  "	Service/Intake and Administration (323) 461-3131		www.lahsa.org			58190	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90027	http://egis3.lacounty.gov/lms/?p=58190	publish	34.095419	-118.309407	2013-06-01T11:50:56.000Z		6467995.703	1857249.368
-118.1345211	34.69401297	97680080	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Shelter - Lancaster Community Shelter	44611 Yucca Ave.	Catholic Charities - Lancaster	Lancaster	CA	"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Antelope Valley Access Center       45134 N. Sierra Highway       Lancaster, CA 93535       3:30pm; 4:00pm       Mental Health Association       43423 Division       Lancaster, CA 93535       3:45pm; 4:10pm       Department of Mental Health       349 E. Avenue K-6       Lancaster, CA 93535       3:55pm; 4:20pm  "	Service/Intake and Administration (661) 945-7524		www.lahsa.org			58191	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	93534	http://egis3.lacounty.gov/lms/?p=58191	publish	34.694013	-118.134521	2013-06-01T11:50:56.000Z		6521234.847	2074973.532
-118.2230821	34.04663197	97680081	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Shelter - Proyecto Pastoral At Dolores Mission	171 S. Gless St.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Exterior of LADOT Bus Lay-Over Zone       Northeast Corner       Vignes St. and Cesar Chavez       Los Angeles, CA 90012       4:00pm  "	Men's Shelter Service/Intake and Administration (323) 881-0032		www.lahsa.org			58192	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90033	http://egis3.lacounty.gov/lms/?p=58192	publish	34.046632	-118.223082	2013-06-01T11:50:56.000Z		6494091.605	1839425.664
-118.2448581	34.04311397	97680082	211		Social Services	Homeless Shelters and Services		www.lahsa.org	Year Round Shelter - Eimago (Union Rescue Mission)	545 S. San Pedro St.		Los Angeles	CA	"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Twin Towers/Men Central Jail       451 Bauchet Ave.       Los Angeles, CA 90012       5:00pm       Los Angeles Union Station       Northeast Corner of Olvera St. @ Alameda St.       Los Angeles, CA 90012       5:15pm       Public Storage       1215 7th St.       Los Angeles, CA 90021       5:30pm  "	Service/Intake and Administration (213) 347-6300		www.lahsa.org			58194	"The agency provides shelter, motel vouchers and transportation to homeless individuals and families."	90013	http://egis3.lacounty.gov/lms/?p=58194	publish	34.043114	-118.244858	2013-06-01T11:50:56.000Z		6487491.847	1838160.753
-118.3291641	34.01991297	97680202	211		Social Services	Homeless Shelters and Services		www.friendshelpingfriendsla.org	Friends Helping Friends Sober And Transitional Living Inc	3701 Cherrywood Ave.		Los Angeles	CA	"Intake:  Monday through Friday, 10:00am to 4:00pm.  Services:  Monday through Sunday, 24 hours per day. "	"Service/Intake and Administration (323) 293-9778,  FAX (323) 293-7458"		www.friendshelpingfriendsla.org			58311	The agency provides transitional housing for men and women over the age of 18.	90018	http://egis3.lacounty.gov/lms/?p=58311	publish	34.019913	-118.329164	2013-06-01T11:50:56.000Z		6461924.205	1829790.418
